customer_city,marital_status,gender,num_children_at_home,income,age,store_type,highOrLow,education,member_card,occupation,homeowner
Issaquah,S,F,0,40000,68,No Store,0,Partial High School,Bronze,Manual,N
Puyallup,M,M,3,60000,75,No Store,0,Bachelors Degree,Silver,Management,Y
Anacortes,S,F,0,20000,82,No Store,0,Partial High School,Normal,Skilled Manual,N
Spokane,S,F,0,20000,75,Supermarket,1,Partial High School,Normal,Manual,N
Sedro Woolley,M,M,0,140000,83,No Store,0,High School Degree,Bronze,Management,Y
Olympia,S,M,0,40000,21,No Store,0,High School Degree,Golden,Skilled Manual,Y
Burien,S,F,0,20000,43,No Store,0,High School Degree,Normal,Manual,N
Seattle,M,M,2,60000,62,Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Olympia,S,M,0,40000,70,No Store,0,Partial High School,Bronze,Manual,N
Marysville,S,F,0,60000,87,No Store,0,Partial College,Silver,Clerical,N
Everett,M,M,0,40000,21,No Store,0,Bachelors Degree,Bronze,Professional,N
Ballard,M,M,1,40000,68,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Burien,S,M,0,40000,19,No Store,0,Partial College,Bronze,Manual,Y
Marysville,S,F,0,60000,57,No Store,0,Bachelors Degree,Bronze,Professional,Y
Marysville,M,F,3,60000,20,No Store,0,Bachelors Degree,Golden,Professional,Y
Spokane,M,F,0,40000,34,Supermarket,1,High School Degree,Bronze,Skilled Manual,Y
Tacoma,M,M,3,60000,64,Deluxe Supermarket,0,Bachelors Degree,Normal,Management,Y
Everett,S,F,0,40000,35,No Store,0,High School Degree,Bronze,Skilled Manual,N
Anacortes,S,F,0,60000,58,No Store,0,Bachelors Degree,Bronze,Professional,Y
Seattle,M,M,0,80000,54,Supermarket,0,Bachelors Degree,Bronze,Professional,N
Seattle,M,M,0,40000,45,Supermarket,0,Partial High School,Silver,Manual,N
Tacoma,M,M,3,20000,71,Deluxe Supermarket,0,Partial High School,Bronze,Skilled Manual,Y
Issaquah,M,M,0,40000,51,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Marysville,S,F,0,20000,69,No Store,0,Partial High School,Normal,Manual,Y
Spokane,M,M,1,120000,38,Supermarket,1,Bachelors Degree,Bronze,Professional,Y
Walla Walla,M,M,1,20000,51,Small Grocery,0,Partial High School,Normal,Manual,Y
Lynnwood,M,F,0,60000,46,No Store,0,Bachelors Degree,Bronze,Management,Y
Port Orchard,S,M,0,120000,51,No Store,0,Bachelors Degree,Golden,Professional,Y
Tacoma,M,M,3,40000,77,Deluxe Supermarket,0,Partial College,Bronze,Management,Y
Ballard,S,M,0,40000,30,No Store,0,High School Degree,Bronze,Manual,N
Seattle,S,M,0,60000,52,Supermarket,0,Bachelors Degree,Bronze,Professional,N
Seattle,S,M,0,20000,21,Supermarket,0,Partial High School,Normal,Skilled Manual,N
Lynnwood,M,F,4,40000,39,No Store,0,High School Degree,Golden,Skilled Manual,Y
Lynnwood,S,F,0,20000,43,No Store,0,Partial High School,Normal,Manual,N
Kirkland,S,M,0,20000,53,No Store,0,Partial High School,Normal,Manual,Y
Seattle,S,F,0,40000,86,Supermarket,0,High School Degree,Bronze,Manual,Y
Issaquah,M,F,1,40000,70,No Store,0,Partial College,Bronze,Professional,Y
Tacoma,M,M,0,120000,62,Deluxe Supermarket,0,High School Degree,Bronze,Professional,Y
Renton,M,F,1,40000,26,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Kirkland,S,M,0,20000,57,No Store,0,Partial High School,Normal,Skilled Manual,Y
Walla Walla,S,M,0,80000,34,Small Grocery,0,Bachelors Degree,Bronze,Professional,N
Redmond,S,M,0,140000,71,No Store,0,High School Degree,Normal,Professional,Y
Edmonds,S,M,0,80000,25,No Store,0,High School Degree,Bronze,Management,N
Issaquah,M,F,1,120000,30,No Store,0,High School Degree,Silver,Professional,Y
Everett,S,M,0,40000,30,No Store,0,High School Degree,Bronze,Manual,Y
Walla Walla,S,M,0,40000,50,Small Grocery,0,High School Degree,Golden,Skilled Manual,N
Walla Walla,M,M,0,20000,74,Small Grocery,0,Partial High School,Normal,Skilled Manual,Y
Everett,M,F,1,40000,32,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Edmonds,M,M,0,40000,37,No Store,0,High School Degree,Bronze,Manual,Y
Renton,M,F,4,60000,36,No Store,0,Bachelors Degree,Golden,Management,Y
Redmond,M,M,0,40000,63,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Anacortes,M,M,2,150000,25,No Store,0,Partial High School,Golden,Management,Y
Anacortes,S,F,0,80000,26,No Store,0,Bachelors Degree,Bronze,Professional,N
Puyallup,S,M,0,20000,34,No Store,0,High School Degree,Normal,Manual,N
Redmond,M,F,1,100000,23,No Store,0,High School Degree,Bronze,Professional,N
Olympia,S,F,0,20000,31,No Store,0,Partial High School,Bronze,Skilled Manual,Y
Kirkland,M,F,3,40000,88,No Store,0,High School Degree,Normal,Manual,Y
Tacoma,M,M,0,140000,51,Deluxe Supermarket,0,High School Degree,Normal,Professional,Y
Yakima,S,M,0,80000,79,Mid-Size Grocery,0,Graduate Degree,Golden,Professional,N
Lynnwood,S,F,0,20000,22,No Store,0,Partial High School,Normal,Manual,N
Spokane,S,F,0,80000,70,Supermarket,1,Bachelors Degree,Bronze,Management,N
Yakima,M,F,3,20000,29,Mid-Size Grocery,0,Partial High School,Normal,Manual,Y
Renton,M,F,0,20000,83,No Store,0,Partial High School,Normal,Manual,Y
Port Orchard,M,F,3,60000,38,No Store,0,Bachelors Degree,Golden,Professional,Y
Redmond,M,F,1,20000,21,No Store,0,Partial High School,Normal,Skilled Manual,Y
Tacoma,S,M,0,140000,87,Deluxe Supermarket,0,Partial High School,Silver,Professional,Y
Kirkland,S,F,0,40000,25,No Store,0,Partial College,Bronze,Skilled Manual,N
Lynnwood,M,F,0,40000,23,No Store,0,Partial High School,Silver,Skilled Manual,Y
Puyallup,M,F,1,60000,48,No Store,0,Bachelors Degree,Bronze,Management,Y
Ballard,S,F,0,20000,36,No Store,0,Partial High School,Normal,Skilled Manual,Y
Port Orchard,M,F,0,40000,26,No Store,0,High School Degree,Bronze,Manual,Y
Edmonds,S,F,0,40000,83,No Store,0,Partial High School,Bronze,Manual,Y
Puyallup,S,M,0,40000,50,No Store,0,High School Degree,Silver,Manual,Y
Everett,S,M,0,40000,66,No Store,0,High School Degree,Silver,Skilled Manual,Y
Redmond,S,F,0,20000,72,No Store,0,Partial High School,Normal,Manual,Y
Marysville,M,M,2,20000,32,No Store,0,Partial High School,Normal,Manual,Y
Kirkland,S,F,0,60000,29,No Store,0,Bachelors Degree,Bronze,Professional,Y
Burien,M,M,1,20000,42,No Store,0,Partial High School,Normal,Manual,N
Ballard,M,M,1,60000,37,No Store,0,Bachelors Degree,Bronze,Professional,N
Everett,S,F,0,40000,24,No Store,0,High School Degree,Bronze,Manual,Y
Edmonds,M,F,0,140000,34,No Store,0,High School Degree,Bronze,Professional,Y
Renton,M,M,3,20000,40,No Store,0,Partial High School,Normal,Skilled Manual,Y
Redmond,M,F,4,40000,67,No Store,0,High School Degree,Golden,Skilled Manual,N
Anacortes,S,F,0,40000,36,No Store,0,High School Degree,Silver,Manual,N
Burien,S,F,0,120000,26,No Store,0,Bachelors Degree,Golden,Management,N
Spokane,M,M,5,40000,56,Supermarket,1,High School Degree,Golden,Skilled Manual,Y
Everett,S,M,0,140000,59,No Store,0,Partial High School,Bronze,Professional,Y
Olympia,M,M,1,120000,69,No Store,0,Graduate Degree,Bronze,Professional,N
Bremerton,M,M,0,20000,22,Supermarket,1,Partial High School,Normal,Skilled Manual,N
Sedro Woolley,S,M,0,80000,32,No Store,0,Bachelors Degree,Normal,Professional,N
Yakima,M,M,3,120000,41,Mid-Size Grocery,0,High School Degree,Golden,Professional,Y
Kirkland,S,F,0,80000,25,No Store,0,Bachelors Degree,Bronze,Professional,N
Issaquah,M,M,3,60000,64,No Store,0,Bachelors Degree,Golden,Management,N
Bellingham,M,M,4,150000,19,Small Grocery,0,Partial High School,Golden,Management,Y
Marysville,S,M,0,80000,51,No Store,0,High School Degree,Bronze,Professional,Y
Renton,S,M,0,20000,30,No Store,0,Partial High School,Normal,Manual,Y
Ballard,M,M,3,60000,38,No Store,0,Bachelors Degree,Golden,Professional,Y
Yakima,M,F,2,20000,37,Mid-Size Grocery,0,Partial High School,Normal,Manual,Y
Yakima,M,M,4,80000,81,Mid-Size Grocery,0,Bachelors Degree,Golden,Professional,N
Lynnwood,M,M,4,20000,73,No Store,0,Partial High School,Normal,Skilled Manual,Y
Puyallup,S,F,0,80000,22,No Store,1,Bachelors Degree,Bronze,Professional,Y
Ballard,M,M,0,20000,87,No Store,0,Partial High School,Normal,Skilled Manual,Y
Seattle,S,F,0,20000,53,Supermarket,0,Partial High School,Normal,Manual,N
Spokane,M,M,1,20000,50,Supermarket,1,Partial High School,Normal,Manual,Y
Olympia,M,F,4,40000,29,No Store,0,Partial College,Golden,Professional,Y
Tacoma,S,M,0,60000,23,Deluxe Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Edmonds,S,F,0,40000,30,No Store,0,High School Degree,Normal,Manual,N
Tacoma,M,F,1,60000,25,Deluxe Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Marysville,M,F,2,40000,48,No Store,0,High School Degree,Silver,Manual,Y
Issaquah,M,M,0,60000,35,No Store,0,Partial High School,Golden,Skilled Manual,Y
Edmonds,S,F,0,140000,55,No Store,0,Partial High School,Bronze,Professional,Y
Redmond,S,M,0,20000,37,No Store,0,Partial High School,Normal,Skilled Manual,Y
Port Orchard,S,F,0,60000,32,No Store,0,Bachelors Degree,Bronze,Professional,Y
Marysville,S,F,0,40000,28,No Store,0,Partial High School,Silver,Skilled Manual,N
Edmonds,S,M,0,100000,45,No Store,0,Bachelors Degree,Bronze,Management,Y
Issaquah,S,F,0,20000,81,No Store,0,Partial High School,Normal,Manual,Y
Everett,M,F,2,20000,37,No Store,0,Partial High School,Silver,Manual,Y
Spokane,M,F,1,60000,57,Supermarket,1,Partial High School,Bronze,Skilled Manual,Y
Everett,M,M,2,40000,68,No Store,0,High School Degree,Normal,Skilled Manual,Y
Redmond,M,F,0,20000,58,No Store,0,Partial High School,Normal,Skilled Manual,Y
Spokane,M,M,5,40000,47,Supermarket,1,Partial College,Normal,Professional,Y
Bellingham,M,F,0,150000,38,Small Grocery,0,High School Degree,Silver,Management,Y
Everett,S,M,0,20000,82,No Store,0,Partial High School,Normal,Manual,N
Redmond,M,F,3,20000,36,No Store,0,Partial High School,Normal,Manual,Y
Puyallup,M,M,5,40000,47,No Store,0,High School Degree,Golden,Manual,N
Issaquah,M,M,2,40000,88,No Store,0,High School Degree,Silver,Manual,N
Bremerton,S,M,0,20000,20,Supermarket,0,Partial High School,Bronze,Skilled Manual,N
Bremerton,S,M,0,80000,61,Supermarket,0,High School Degree,Bronze,Management,N
Walla Walla,S,M,0,120000,70,Small Grocery,0,Partial College,Bronze,Professional,Y
Issaquah,S,M,0,100000,23,No Store,0,High School Degree,Golden,Professional,Y
Ballard,S,F,0,20000,42,No Store,0,Partial High School,Normal,Skilled Manual,N
Bremerton,M,M,0,20000,23,Supermarket,1,Partial High School,Normal,Manual,Y
Marysville,M,M,3,80000,38,No Store,0,Graduate Degree,Silver,Professional,Y
Yakima,M,M,0,60000,51,Mid-Size Grocery,0,Bachelors Degree,Normal,Professional,Y
Spokane,M,M,1,20000,88,Supermarket,1,Partial High School,Normal,Manual,N
Seattle,M,F,2,40000,41,Supermarket,0,Partial College,Bronze,Professional,Y
Renton,M,F,1,20000,87,No Store,0,Partial High School,Normal,Skilled Manual,Y
Lynnwood,S,M,0,20000,21,No Store,0,Partial High School,Normal,Manual,Y
Issaquah,M,M,2,20000,86,No Store,0,Bachelors Degree,Normal,Management,Y
Renton,M,F,0,40000,79,No Store,0,High School Degree,Normal,Manual,Y
Spokane,S,F,0,20000,43,Supermarket,1,Partial High School,Golden,Manual,Y
Bellingham,M,F,2,20000,36,Small Grocery,0,Partial High School,Silver,Manual,Y
Tacoma,M,M,1,20000,83,Deluxe Supermarket,0,Partial High School,Normal,Manual,N
Seattle,S,M,0,80000,70,Supermarket,0,Partial High School,Bronze,Management,N
Port Orchard,M,M,1,100000,52,No Store,0,Partial High School,Bronze,Professional,Y
Olympia,S,F,0,140000,74,No Store,0,High School Degree,Normal,Management,Y
Yakima,S,F,0,120000,44,Mid-Size Grocery,0,Partial High School,Silver,Management,N
Tacoma,M,F,4,20000,52,Deluxe Supermarket,0,Partial High School,Normal,Manual,Y
Burien,S,F,0,40000,20,No Store,0,High School Degree,Bronze,Skilled Manual,N
Sedro Woolley,M,F,2,40000,39,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Olympia,M,F,2,20000,21,No Store,0,Partial High School,Silver,Manual,Y
Burien,S,M,0,150000,36,No Store,0,Bachelors Degree,Silver,Management,N
Bellingham,M,F,0,80000,56,Small Grocery,0,Bachelors Degree,Bronze,Professional,Y
Tacoma,M,F,1,140000,25,Deluxe Supermarket,0,High School Degree,Bronze,Professional,Y
Bellingham,S,F,0,40000,61,Small Grocery,0,High School Degree,Silver,Skilled Manual,Y
Sedro Woolley,M,F,0,100000,65,No Store,0,High School Degree,Bronze,Management,Y
Kirkland,S,M,0,40000,24,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Bremerton,S,F,0,40000,53,Supermarket,1,High School Degree,Normal,Skilled Manual,N
Lynnwood,M,F,1,20000,66,No Store,0,Partial High School,Golden,Manual,Y
Lynnwood,S,M,0,100000,56,No Store,0,Partial College,Bronze,Professional,N
Walla Walla,M,F,1,40000,22,Small Grocery,0,High School Degree,Bronze,Skilled Manual,N
Bellingham,M,M,1,40000,87,Small Grocery,0,Partial College,Bronze,Management,Y
Edmonds,M,M,3,20000,33,No Store,0,Partial High School,Normal,Skilled Manual,Y
Issaquah,M,M,0,40000,32,No Store,0,High School Degree,Bronze,Skilled Manual,N
Ballard,S,F,0,140000,59,No Store,0,Partial High School,Silver,Professional,N
Sedro Woolley,S,F,0,60000,62,No Store,0,High School Degree,Silver,Skilled Manual,N
Yakima,M,F,2,60000,44,Mid-Size Grocery,0,Bachelors Degree,Bronze,Professional,Y
Yakima,S,F,0,60000,86,Mid-Size Grocery,0,Bachelors Degree,Bronze,Professional,N
Ballard,M,M,0,100000,83,No Store,0,Partial High School,Silver,Professional,Y
Lynnwood,S,F,0,60000,21,No Store,0,Bachelors Degree,Bronze,Professional,N
Bellingham,M,M,5,80000,57,Small Grocery,0,Bachelors Degree,Golden,Professional,Y
Renton,S,M,0,120000,77,No Store,0,High School Degree,Bronze,Management,Y
Renton,M,M,3,80000,52,No Store,0,Bachelors Degree,Golden,Management,Y
Puyallup,M,M,0,40000,40,No Store,0,Bachelors Degree,Bronze,Professional,N
Walla Walla,M,M,1,40000,44,Small Grocery,0,Partial College,Normal,Professional,Y
Bellingham,M,M,2,40000,56,Small Grocery,0,Partial College,Bronze,Skilled Manual,Y
Lynnwood,S,F,0,80000,57,No Store,0,Bachelors Degree,Bronze,Management,Y
Anacortes,S,M,0,40000,30,No Store,0,High School Degree,Bronze,Skilled Manual,N
Ballard,M,F,1,60000,71,No Store,0,Bachelors Degree,Bronze,Management,Y
Port Orchard,S,M,0,40000,43,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Puyallup,M,M,1,40000,68,No Store,0,High School Degree,Bronze,Skilled Manual,N
Burien,S,M,0,40000,62,No Store,0,Partial College,Bronze,Skilled Manual,Y
Tacoma,M,F,0,60000,67,Deluxe Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Tacoma,M,M,0,20000,53,Deluxe Supermarket,0,High School Degree,Normal,Manual,Y
Marysville,S,M,0,20000,52,No Store,0,Partial High School,Normal,Manual,Y
Olympia,M,M,2,60000,22,No Store,0,Bachelors Degree,Bronze,Professional,Y
Marysville,S,F,0,20000,23,No Store,0,Partial High School,Normal,Manual,N
Spokane,M,F,0,40000,49,Supermarket,1,Partial High School,Bronze,Skilled Manual,N
Sedro Woolley,M,F,4,60000,34,No Store,0,Bachelors Degree,Golden,Professional,Y
Kirkland,M,M,4,40000,51,No Store,0,High School Degree,Golden,Skilled Manual,Y
Lynnwood,M,M,1,40000,23,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Anacortes,S,F,0,20000,39,No Store,0,Partial High School,Normal,Manual,N
Bellingham,S,F,0,60000,48,Small Grocery,0,Partial College,Bronze,Professional,N
Edmonds,M,F,1,140000,47,No Store,0,Partial High School,Bronze,Professional,Y
Yakima,S,F,0,40000,36,Mid-Size Grocery,0,High School Degree,Bronze,Manual,Y
Yakima,S,F,0,20000,37,Mid-Size Grocery,0,Partial High School,Normal,Skilled Manual,N
Lynnwood,M,F,0,20000,67,No Store,0,Partial High School,Normal,Manual,Y
Spokane,M,F,0,40000,28,Supermarket,0,High School Degree,Bronze,Skilled Manual,Y
Bremerton,S,F,0,140000,24,Supermarket,1,High School Degree,Bronze,Professional,Y
Puyallup,M,M,1,40000,56,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Kirkland,M,F,0,80000,32,No Store,0,Graduate Degree,Bronze,Management,Y
Puyallup,M,M,2,20000,39,No Store,1,Partial High School,Normal,Manual,Y
Renton,M,F,0,80000,20,No Store,0,Graduate Degree,Bronze,Professional,Y
Renton,M,M,3,40000,27,No Store,0,High School Degree,Bronze,Manual,Y
Olympia,M,F,5,40000,31,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Seattle,S,F,0,140000,78,Supermarket,0,High School Degree,Bronze,Professional,Y
Anacortes,M,F,1,80000,26,No Store,0,Bachelors Degree,Bronze,Management,Y
Puyallup,S,F,0,80000,85,No Store,0,Bachelors Degree,Bronze,Professional,N
Puyallup,M,F,2,150000,30,No Store,0,High School Degree,Golden,Professional,Y
